scaleway-fr,anon-sth-se,218.000000,1702039542414.775635,1702039542196.775635,520.600098,600
dnscry.pt-tokyo-ipv4,anon-scaleway,207.000000,1702039542396.611816,1702039542189.611816,520.600098,619
dct-at1,anon-scaleway-ams,269.200195,1702039542396.293701,1702039542127.093506,520.600098,620
sth-dnscrypt-se,anon-cs-ro,206.350098,1702039542396.423096,1702039542190.072998,520.600098,622
dnscrypt.uk-ipv4,anon-cs-nv,319.350098,1702039542352.954102,1702039542033.604004,520.600098,665
faelix-ch-ipv4,anon-cs-pt,221.200195,1702039542415.083984,1702039542193.883789,520.600098,604
scaleway-fr,anon-cs-czech,218.050049,1702039542414.851074,1702039542196.801025,520.600098,605
ams-dnscrypt-nl,anon-cs-pt,215.900146,1702039542414.004395,1702039542198.104248,520.600098,607
dnscry.pt-philadelphia-ipv4,anon-inconnu,232.750000,1702039542417.182129,1702039542184.432129,520.600098,604
ams-dnscrypt-nl,anon-cs-pt,215.900146,1702039542413.909424,1702039542198.009277,520.600098,608
dct-at1,anon-cs-madrid,256.200195,1702039542393.477051,1702039542137.276855,520.600098,628
plan9dns-nj,anon-cs-barcelona,217.200195,1702039542414.630615,1702039542197.430420,520.600098,608
dnscrypt.ca-2,anon-cs-il,339.400146,1702039542354.690186,1702039542015.290039,520.600098,606
dnscry.pt-sofia-ipv4,anon-cs-nv,216.000000,1702039542414.084961,1702039542198.084961,520.600098,611
plan9dns-nj,anon-cs-swe,208.800049,1702039542413.173828,1702039542204.373779,520.600098,612
dnscry.pt-tokyo-ipv4,anon-kama,207.050049,1702039542396.674316,1702039542189.624268,520.600098,629
plan9dns-nj,anon-cs-swe,208.800049,1702039542413.276123,1702039542204.476074,520.600098,613
dnscrypt.uk-ipv4,anon-cs-nv,319.350098,1702039542353.168945,1702039542033.818848,520.600098,674
plan9dns-fl,anon-cs-tokyo,212.000000,1702039542413.522949,1702039542201.522949,520.600098,616
dnscry.pt-tokyo-ipv4,anon-kama,207.050049,1702039542396.731445,1702039542189.681396,520.600098,633
dct-at1,anon-kama,266.600098,1702039542395.931641,1702039542129.331543,520.600098,635
openinternet,anon-scaleway-ams,210.800049,1702039542413.365234,1702039542202.565186,520.600098,621
dnscrypt.ca-2,anon-cs-il,339.400146,1702039542355.042969,1702039542015.642822,520.600098,679
dct-at1,anon-cs-dus4,264.550049,1702039542395.732666,1702039542131.182617,520.600098,639
dnscry.pt-sofia-ipv4,anon-cs-sea,199.750000,1702039542395.664795,1702039542195.914795,520.600098,641
openinternet,anon-scaleway-ams,210.800049,1702039542413.444336,1702039542202.644287,520.600098,624
dnscry.pt-sofia-ipv4,anon-inconnu,199.200195,1702039542394.760986,1702039542195.560791,520.600098,643
plan9dns-nj,anon-cs-barcelona,217.200195,1702039542414.702637,1702039542197.502441,520.600098,624
dnscry.pt-sydney-ipv4,anon-saldns03-conoha-ipv4,199.400146,1702039542395.484375,1702039542196.084229,520.600098,643
dnscrypt.uk-ipv4,anon-cs-nv,319.350098,1702039542353.086670,1702039542033.736572,520.600098,686
dnscry.pt-johannesburg-ipv4,anon-cs-sea,197.750000,1702039542394.514160,1702039542196.764160,520.600098,649
dnscry.pt-tokyo-ipv4,anon-cs-pt,193.000000,1702039542392.236816,1702039542199.236816,520.600098,653
dnscry.pt-sydney-ipv4,anon-saldns01-conoha-ipv4,200.650146,1702039542395.852051,1702039542195.201904,520.600098,649
serbica,anon-saldns01-conoha-ipv4,201.550049,1702039542395.926514,1702039542194.376465,520.600098,650
dnscry.pt-johannesburg-ipv4,anon-openinternet,207.450195,1702039542396.802490,1702039542189.352295,520.600098,649
dnscry.pt-tokyo-ipv4,anon-cs-pt,193.000000,1702039542392.980713,1702039542199.980713,520.600098,653
dnscry.pt-tokyo-ipv4,anon-cs-pt,193.000000,1702039542392.660645,1702039542199.660645,520.600098,660
dnswarden-uncensor-dc-swiss,anon-cs-tokyo,202.100098,1702039542396.057861,1702039542193.957764,520.600098,657
dnscry.pt-tokyo-ipv4,anon-cs-pt,193.000000,1702039542392.464844,1702039542199.464844,520.600098,660
serbica,anon-saldns03-conoha-ipv4,202.950195,1702039542396.234131,1702039542193.283936,520.600098,657
dnscry.pt-johannesburg-ipv4,anon-openinternet,207.450195,1702039542396.886475,1702039542189.436279,520.600098,656
dnscry.pt-tokyo-ipv4,anon-cs-dus4,199.700195,1702039542395.572266,1702039542195.872070,520.600098,657
dnscry.pt-tokyo-ipv4,anon-cs-pt,193.000000,1702039542391.945801,1702039542198.945801,520.600098,661
dct-at1,anon-cs-czech,256.600098,1702039542394.386719,1702039542137.786621,520.600098,667
dct-at1,anon-cs-pt,234.150146,1702039542417.299805,1702039542183.149658,520.600098,645
dct-at1,anon-gombadi-sydney,91.300049,1702039542361.068604,1702039542269.768555,520.600098,702
dct-at1,anon-cs-pt,234.150146,1702039542417.400146,1702039542183.250000,520.600098,648
dnscry.pt-losangeles-ipv4,anon-saldns01-conoha-ipv4,207.500000,1702039542396.981689,1702039542189.481689,520.600098,668
dct-at1,anon-gombadi-sydney,91.300049,1702039542361.346924,1702039542270.046875,520.600098,705
sby-limotelu,anon-techsaviours.org,232.250000,1702039542416.814941,1702039542184.564941,520.600098,655
dnscry.pt-losangeles-ipv4,anon-saldns01-conoha-ipv4,207.500000,1702039542397.087158,1702039542189.587158,520.600098,677
myserver,anon-cs-swe,225.000000,1702039542415.749512,1702039542190.749512,520.600098,661
openinternet,anon-gombadi-sydney,170.250000,1702039542388.794922,1702039542218.544922,520.600098,696
openinternet,anon-gombadi-sydney,170.250000,1702039542389.120605,1702039542218.870605,520.600098,696
scaleway-fr,anon-saldns01-conoha-ipv4,172.200195,1702039542389.898926,1702039542217.698730,520.600098,697
openinternet,anon-gombadi-sydney,170.250000,1702039542389.236572,1702039542218.986572,520.600098,702
openinternet,anon-gombadi-sydney,170.250000,1702039542389.306396,1702039542219.056396,520.600098,702
dnscry.pt-munich-ipv4,anon-cs-dus1,176.150146,1702039542390.178467,1702039542214.028320,520.600098,705
serbica,anon-dnscrypt.uk-ipv4,278.050049,1702039542413.517822,1702039542135.467773,520.600098,685
dnscry.pt-johannesburg-ipv4,anon-gombadi-tokyo,164.250000,1702039542388.490479,1702039542224.240479,520.600098,712
dnscry.pt-munich-ipv4,anon-serbica,171.350098,1702039542389.791992,1702039542218.441895,520.600098,713
dnscry.pt-london-ipv4,anon-scaleway-ams,177.000000,1702039542390.319336,1702039542213.319336,520.600098,713
dnscry.pt-london-ipv4,anon-scaleway-ams,177.000000,1702039542390.481201,1702039542213.481201,520.600098,713
dnscry.pt-munich-ipv4,anon-cs-swe,157.350098,1702039542388.089355,1702039542230.739258,520.600098,722
jp.tiar.app,anon-saldns01-conoha-ipv4,334.700195,1702039542354.537354,1702039542019.837158,520.600098,755
techsaviours.org-dnscrypt,anon-scaleway-ams,270.550049,1702039542396.639404,1702039542126.089355,520.600098,720
dnscry.pt-london-ipv4,anon-cs-ireland,172.850098,1702039542390.009277,1702039542217.159180,520.600098,726
dnscrypt.uk-ipv4,anon-cs-il,301.750000,1702039542415.853760,1702039542114.103760,520.600098,701
techsaviours.org-dnscrypt,anon-serbica,262.500000,1702039542395.504150,1702039542133.004150,520.600098,721
serbica,anon-gombadi-singapore,161.400146,1702039542388.357178,1702039542226.957031,520.600098,730
dnscry.pt-munich-ipv4,anon-cs-czech,156.950195,1702039542388.029541,1702039542231.079346,520.600098,732
dnscrypt.uk-ipv4,anon-cs-il,301.750000,1702039542415.774658,1702039542114.024658,520.600098,707
dct-at1,anon-gombadi-singapore,163.950195,1702039542388.409180,1702039542224.458984,520.600098,738
serbica,anon-techsaviours.org,255.000000,1702039542391.864990,1702039542136.864990,520.600098,734
dnscrypt.pl,anon-scaleway-ams,158.000000,1702039542388.180664,1702039542230.180664,520.600098,738
pryv8boi,anon-techsaviours.org,259.350098,1702039542418.160889,1702039542158.810791,520.600098,710
ams-dnscrypt-nl,anon-saldns01-conoha-ipv4,173.650146,1702039542418.011963,1702039542244.361816,520.600098,711
dnscrypt.pl,anon-cs-dus4,156.600098,1702039542387.975098,1702039542231.375000,520.600098,742
dnscrypt.uk-ipv4,anon-cs-nc,291.700195,1702039542414.458008,1702039542122.757812,520.600098,718
dnscry.pt-madrid-ipv4,anon-cs-sea,150.000000,1702039542387.700928,1702039542237.700928,520.600098,748
dnscry.pt-madrid-ipv4,anon-inconnu,147.750000,1702039542387.530518,1702039542239.780518,520.600098,750
dnscry.pt-london-ipv4,anon-scaleway-ams,177.000000,1702039542390.602051,1702039542213.602051,520.600098,752
scaleway-fr,anon-saldns02-conoha-ipv4,172.550049,1702039542389.966797,1702039542217.416748,520.600098,752
dnscry.pt-tallinn-ipv4,anon-inconnu,158.000000,1702039542388.239502,1702039542230.239502,520.600098,756
dnscrypt.uk-ipv4,anon-cs-nc,291.700195,1702039542414.390381,1702039542122.690186,520.600098,730
dnscry.pt-sofia-ipv4,anon-scaleway-ams,145.650146,1702039542387.332031,1702039542241.681885,520.600098,760
dnscry.pt-sofia-ipv4,anon-cs-dus1,142.800049,1702039542384.666992,1702039542241.866943,520.600098,764
dnscry.pt-sofia-ipv4,anon-cs-dus1,142.800049,1702039542386.599609,1702039542243.799561,520.600098,764
dnscrypt.pl,anon-cs-ireland,146.750000,1702039542387.463623,1702039542240.713623,520.600098,765
techsaviours.org-dnscrypt,anon-cs-czech,243.100098,1702039542389.503906,1702039542146.403809,520.600098,764
dnscry.pt-losangeles-ipv4,anon-cs-barcelona,146.550049,1702039542387.404053,1702039542240.854004,520.600098,766
serbica,anon-dnscrypt.uk-ipv4,278.050049,1702039542413.636719,1702039542135.586670,520.600098,745
dnscry.pt-tokyo-ipv4,anon-v.dnscrypt.uk-ipv4,200.100098,1702039542395.751465,1702039542195.651367,520.600098,763
dnscry.pt-vienna-ipv4,anon-cs-pt,134.500000,1702039542386.457275,1702039542251.957275,520.600098,773
ibksturm,anon-inconnu,280.350098,1702039542413.801025,1702039542133.450928,520.600098,746
dnscry.pt-sofia-ipv4,anon-cs-ireland,130.550049,1702039542386.031006,1702039542255.480957,520.600098,779
dnscry.pt-sofia-ipv4,anon-cs-ireland,130.550049,1702039542386.218506,1702039542255.668457,520.600098,779
dnscry.pt-vienna-ipv4,anon-cs-pt,134.500000,1702039542386.304443,1702039542251.804443,520.600098,779
dnscry.pt-johannesburg-ipv4,anon-serbica,126.450195,1702039542385.361572,1702039542258.911377,520.600098,782
plan9dns-nj,anon-dnscrypt.uk-ipv4,235.400146,1702039542388.328857,1702039542152.928711,520.600098,781
dnscry.pt-vienna-ipv4,anon-cs-pt,134.500000,1702039542386.379639,1702039542251.879639,520.600098,784
dnscry.pt-sofia-ipv4,anon-techsaviours.org,129.750000,1702039542385.955566,1702039542256.205566,520.600098,787
dnscry.pt-sofia-ipv4,anon-cs-ireland,130.550049,1702039542386.132080,1702039542255.582031,520.600098,788
dnscry.pt-atlanta-ipv4,anon-saldns01-conoha-ipv4,122.950195,1702039542384.232666,1702039542261.282471,520.600098,791
dnscry.pt-atlanta-ipv4,anon-saldns01-conoha-ipv4,122.950195,1702039542384.544189,1702039542261.593994,520.600098,791
dnscry.pt-atlanta-ipv4,anon-saldns01-conoha-ipv4,122.950195,1702039542384.396240,1702039542261.446045,520.600098,791
dnscry.pt-atlanta-ipv4,anon-saldns01-conoha-ipv4,122.950195,1702039542384.319336,1702039542261.369141,520.600098,791
dnscry.pt-chicago-ipv4,anon-cs-dus1,126.050049,1702039542385.084473,1702039542259.034424,520.600098,791
dnscry.pt-atlanta-ipv4,anon-saldns01-conoha-ipv4,122.950195,1702039542384.084473,1702039542261.134277,520.600098,792
